id,sinav_turu,yil,konu,alt_konu,soru_tipi,zorluk,soru_metin,secenek_A,secenek_B,secenek_C,secenek_D,secenek_E,dogru_cevap,kaynak_turu,gorsel_bagimli,text_input,stratify_col
427,LGS,2025,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Orta,I. 2√7 · 3√7  II. −√32 : 2√8  III. √150 : √6  IV. 2√2 · 3√3  Yukarıdaki işlemlerden hangilerinin sonucu bir tam sayıdır?,I ve II,II ve III,"I, II ve III","I, III ve IV",,C,MEB,yok,"[SORU] I. 2√7 · 3√7  II. −√32 : 2√8  III. √150 : √6  IV. 2√2 · 3√3  Yukarıdaki işlemlerden hangilerinin sonucu bir tam sayıdır?
[A] I ve II
[B] II ve III
[C] I, II ve III
[D] I, III ve IV",Tam Sayı / Özel Tanımlar_Yorum
328,LGS,2024,Kareköklü İfadeler,Algoritmik / Mantıksal Problemler,Problem,Orta,a pozitif tam sayı için [a]=a² ve ⟦a⟧=√a olarak tanımlanıyor. Şekilde verilen işleme göre sonuç kaçtır?,16,49,64,100,,C,Deneme,bagimli,"[SORU] a pozitif tam sayı için [a]=a² ve ⟦a⟧=√a olarak tanımlanıyor. Şekilde verilen işleme göre sonuç kaçtır?
[A] 16
[B] 49
[C] 64
[D] 100
[GÖRSEL] Bu soru görsele bağlıdır.",Algoritmik / Mantıksal Problemler_Problem
146,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Kolay,³√54 + ³√16 işlemi kaça eşittir?,³√5,2³√2,5³√2,4³√9,4³√27,C,Kitap,yok,"[SORU] ³√54 + ³√16 işlemi kaça eşittir?
[A] ³√5
[B] 2³√2
[C] 5³√2
[D] 4³√9
[E] 4³√27",Üslü ve Köklü İfadeler_Hesaplama
57,LGS,2020,Kareköklü İfadeler,Rasyonelleştirme,Hesaplama,Zor,a^3 − b^3 = (a − b)(a^2 + ab + b^2) özdeşliğini kullanarak 1/(³√4 + ³√2 + 1) kesrinde paydayı kökten kurtarmak istersek oluşacak kesir aşağıdakilerden hangisi olur?,∛2,∛4,∛2 + 1,∛4 − 1,∛2 − 1,E,Deneme,yok,"[SORU] a^3 − b^3 = (a − b)(a^2 + ab + b^2) özdeşliğini kullanarak 1/(³√4 + ³√2 + 1) kesrinde paydayı kökten kurtarmak istersek oluşacak kesir aşağıdakilerden hangisi olur?
[A] ∛2
[B] ∛4
[C] ∛2 + 1
[D] ∛4 − 1
[E] ∛2 − 1",Rasyonelleştirme_Hesaplama
400,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Hesaplama,Kolay,"a ve b sayıları farklı birer rakam olduğuna göre 0,ab devirli ifadesi aşağıdakilerden hangisine eşittir?",ab/99,ab/90,(ab−a)/9,(ab−a)/90,,A,Örnek,yok,"[SORU] a ve b sayıları farklı birer rakam olduğuna göre 0,ab devirli ifadesi aşağıdakilerden hangisine eşittir?
[A] ab/99
[B] ab/90
[C] (ab−a)/9
[D] (ab−a)/90",Tam Sayı / Özel Tanımlar_Hesaplama
415,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,√18 sayısı aşağıdaki sayılardan hangisi ile çarpılırsa sonuç bir doğal sayı olur?,√15,√27,√48,√50,,D,MEB,yok,"[SORU] √18 sayısı aşağıdaki sayılardan hangisi ile çarpılırsa sonuç bir doğal sayı olur?
[A] √15
[B] √27
[C] √48
[D] √50",İşlem ve Sadeleştirme_Hesaplama
618,LGS,2021,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Orta,2'nin kuvvetlerinin çarpımı tam kare olacak şekilde verilen tabloda E + F en az kaçtır?,33,17,9,3,,A,MEB,bagimli,"[SORU] 2'nin kuvvetlerinin çarpımı tam kare olacak şekilde verilen tabloda E + F en az kaçtır?
[A] 33
[B] 17
[C] 9
[D] 3
[GÖRSEL] Bu soru görsele bağlıdır.",Tam Sayı / Özel Tanımlar_Yorum
254,LGS,2025,Kareköklü ifadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,⁴√1250 + ⁴√162 = 2^x ise x kaçtır?,6/5,2,11/3,3,13/4,E,Kitap,yok,"[SORU] ⁴√1250 + ⁴√162 = 2^x ise x kaçtır?
[A] 6/5
[B] 2
[C] 11/3
[D] 3
[E] 13/4",Üslü ve Köklü İfadeler_Hesaplama
33,LGS,2020,Kareköklü İfadeler,Denklemler,Hesaplama,Kolay,A = √(x−2) + √(2−x) + x. A bir reel sayı ise A kaçtır?,-2,-1,0,1,2,E,Deneme,yok,"[SORU] A = √(x−2) + √(2−x) + x. A bir reel sayı ise A kaçtır?
[A] -2
[B] -1
[C] 0
[D] 1
[E] 2",Denklemler_Hesaplama
672,LGS,2019,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Kolay,Şekildeki sayı doğrusunda L noktasına karşılık gelen sayı 9'dur. K ile L noktaları arasındaki uzaklık √27 birim olduğuna göre K noktasına karşılık gelen sayı hangi iki sayı arasındadır?,2 ile 3,3 ile 4,4 ile 5,5 ile 6,,B,MEB,bagimli,"[SORU] Şekildeki sayı doğrusunda L noktasına karşılık gelen sayı 9'dur. K ile L noktaları arasındaki uzaklık √27 birim olduğuna göre K noktasına karşılık gelen sayı hangi iki sayı arasındadır?
[A] 2 ile 3
[B] 3 ile 4
[C] 4 ile 5
[D] 5 ile 6
[GÖRSEL] Bu soru görsele bağlıdır.",Karşılaştırma ve Sıralama_Yorum
404,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Problem,Orta,√9ab bir irrasyonel sayı olacak şekilde kaç tane 9ab üç basamaklı sayısı yazılabilir?,96,97,98,99,,C,Kitap,yok,"[SORU] √9ab bir irrasyonel sayı olacak şekilde kaç tane 9ab üç basamaklı sayısı yazılabilir?
[A] 96
[B] 97
[C] 98
[D] 99",Tam Sayı / Özel Tanımlar_Problem
686,LGS,2019,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Orta,"a, b ve c kilogramlık ağırlıkların asılmasıyla özdeş üç yayda oluşan uzama miktarları sırasıyla 3√5 cm, 4√3 cm ve 5√2 cm'dir. Buna göre a, b ve c ağırlıklarının doğru sıralanışı aşağıdakilerden hangisidir?",a < b < c,b < a < c,a < c < b,c < b < a,,C,MEB,yok,"[SORU] a, b ve c kilogramlık ağırlıkların asılmasıyla özdeş üç yayda oluşan uzama miktarları sırasıyla 3√5 cm, 4√3 cm ve 5√2 cm'dir. Buna göre a, b ve c ağırlıklarının doğru sıralanışı aşağıdakilerden hangisidir?
[A] a < b < c
[B] b < a < c
[C] a < c < b
[D] c < b < a",Karşılaştırma ve Sıralama_Yorum
485,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,√8 + √18 işleminin sonucu kaçtır?,10√6,5√2,4√3,7√6,,B,MEB,yok,"[SORU] √8 + √18 işleminin sonucu kaçtır?
[A] 10√6
[B] 5√2
[C] 4√3
[D] 7√6",İşlem ve Sadeleştirme_Hesaplama
368,LGS,2020,Kareköklü İfadeler,Alan ve Geometri,Problem,Zor,Yukarıda verilen şeklin alanı kaç santimetrekaredir?,445,360,255,240,,A,Deneme,bagimli,"[SORU] Yukarıda verilen şeklin alanı kaç santimetrekaredir?
[A] 445
[B] 360
[C] 255
[D] 240
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
609,LGS,2023,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,Dikdörtgen bir zemine parke döşenmektedir. Döşenmeyen bölgelerin alanları toplamı kaç desimetrekaredir?,72,84,96,148,,B,MEB,bagimli,"[SORU] Dikdörtgen bir zemine parke döşenmektedir. Döşenmeyen bölgelerin alanları toplamı kaç desimetrekaredir?
[A] 72
[B] 84
[C] 96
[D] 148
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Yorum
310,LGS,2024,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,Duvara asılı özdeş çerçeveli iki tablo ile yerde bir masa verilmiştir. Tabloların masa ve zeminle olan dik uzaklıkları köklü sayılarla verilmiştir. Kare şeklindeki masanın bir kenarı masa yüksekliğine eşit olduğuna göre masanın yüzey alanı kaç desimetrekaredir?,108,121,144,192,-,C,Deneme,bagimli,"[SORU] Duvara asılı özdeş çerçeveli iki tablo ile yerde bir masa verilmiştir. Tabloların masa ve zeminle olan dik uzaklıkları köklü sayılarla verilmiştir. Kare şeklindeki masanın bir kenarı masa yüksekliğine eşit olduğuna göre masanın yüzey alanı kaç desimetrekaredir?
[A] 108
[B] 121
[C] 144
[D] 192
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
471,LGS,2025,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Kolay,√75 sayısı hangi ardışık iki tam sayı arasındadır?,6 ile 7,7 ile 8,8 ile 9,9 ile 10,,C,MEB,yok,"[SORU] √75 sayısı hangi ardışık iki tam sayı arasındadır?
[A] 6 ile 7
[B] 7 ile 8
[C] 8 ile 9
[D] 9 ile 10",Yaklaşık Değer_Yorum
393,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Kolay,Aşağıdakilerden hangisi irrasyonel sayıdır?,√16,√32,√81,√121,,B,Örnek,yok,"[SORU] Aşağıdakilerden hangisi irrasyonel sayıdır?
[A] √16
[B] √32
[C] √81
[D] √121",Tam Sayı / Özel Tanımlar_Yorum
532,LGS,2025,Kareköklü İfadeler,Problem Çözme,Problem,Orta,Tavanda asılı 4 lambanın ip uzunlukları ve uzama oranları verilmiştir. Son durumda hangi lamba zemine en yakın olur?,Pembe,Sarı,Mavi,Kırmızı,,D,MEB,bagimli,"[SORU] Tavanda asılı 4 lambanın ip uzunlukları ve uzama oranları verilmiştir. Son durumda hangi lamba zemine en yakın olur?
[A] Pembe
[B] Sarı
[C] Mavi
[D] Kırmızı
[GÖRSEL] Bu soru görsele bağlıdır.",Problem Çözme_Problem
674,LGS,2019,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Kolay,6√2 sayısı aşağıdakilerden hangisine eşittir?,√6,√12,√24,√72,,C,MEB,yok,"[SORU] 6√2 sayısı aşağıdakilerden hangisine eşittir?
[A] √6
[B] √12
[C] √24
[D] √72",İşlem ve Sadeleştirme_Hesaplama
466,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,"Efe, proje ödevi için alanı 484 cm² olan kare şeklindeki kartondan, alanları otuz altışar santimetrekare olan iki kareyi şekildeki gibi kesip çıkarmıştır. Kalan kartonun çevre uzunluğu kaç cm'dir?",88,112,124,136,,B,MEB,bagimli,"[SORU] Efe, proje ödevi için alanı 484 cm² olan kare şeklindeki kartondan, alanları otuz altışar santimetrekare olan iki kareyi şekildeki gibi kesip çıkarmıştır. Kalan kartonun çevre uzunluğu kaç cm'dir?
[A] 88
[B] 112
[C] 124
[D] 136
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
438,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,(√108 · √80) / (√3 · √45) işleminin sonucu aşağıdakilerden hangisidir?,2√2,4,8,8√2,,C,MEB,yok,"[SORU] (√108 · √80) / (√3 · √45) işleminin sonucu aşağıdakilerden hangisidir?
[A] 2√2
[B] 4
[C] 8
[D] 8√2",İşlem ve Sadeleştirme_Hesaplama
317,LGS,2024,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,"Alanları verilen renkli kartonlar birleştirilerek kare oluşturuluyor. Sarı karenin alanı, kırmızı karenin alanından küçük iki basamaklı bir doğal sayıdır. Buna göre oluşan karenin alanı en az kaç cm² olabilir?",49,64,81,121,-,C,Deneme,bagimli,"[SORU] Alanları verilen renkli kartonlar birleştirilerek kare oluşturuluyor. Sarı karenin alanı, kırmızı karenin alanından küçük iki basamaklı bir doğal sayıdır. Buna göre oluşan karenin alanı en az kaç cm² olabilir?
[A] 49
[B] 64
[C] 81
[D] 121
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
659,LGS,2019,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,Alanı 300 cm² olan bir dikdörtgenin kısa kenarı √12 cm’dir. Uzun kenarı kaç cm’dir?,25√3,50,10√3,5√12,,A,MEB,yok,"[SORU] Alanı 300 cm² olan bir dikdörtgenin kısa kenarı √12 cm’dir. Uzun kenarı kaç cm’dir?
[A] 25√3
[B] 50
[C] 10√3
[D] 5√12",Alan ve Geometri_Yorum
379,LGS,2020,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,(√3)/2 − (2√3)/3 + (5√3)/6 − (√3)/4 işleminin sonucu aşağıdakilerden hangisidir?,5√3/12,−7√3/12,−5√3/4,√3/2,,A,Kitap,yok,"[SORU] (√3)/2 − (2√3)/3 + (5√3)/6 − (√3)/4 işleminin sonucu aşağıdakilerden hangisidir?
[A] 5√3/12
[B] −7√3/12
[C] −5√3/4
[D] √3/2",İşlem ve Sadeleştirme_Hesaplama
619,LGS,2018,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,İki farklı kare çiziminin alanları arasındaki fark en az kaçtır?,8,15,32,39,,B,MEB,yok,"[SORU] İki farklı kare çiziminin alanları arasındaki fark en az kaçtır?
[A] 8
[B] 15
[C] 32
[D] 39",Alan ve Geometri_Yorum
198,LGS,2025,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Zor,(a − b)² = a² − 2ab + b² özdeşliğini kullanarak √(25/36 − 2 + 36/25) işleminin aşağıdaki şıklardan hangisine eşit olduğunu bulunuz.,11/30,11/15,7/15,5/6,1,A,Kitap,yok,"[SORU] (a − b)² = a² − 2ab + b² özdeşliğini kullanarak √(25/36 − 2 + 36/25) işleminin aşağıdaki şıklardan hangisine eşit olduğunu bulunuz.
[A] 11/30
[B] 11/15
[C] 7/15
[D] 5/6
[E] 1",İşlem ve Sadeleştirme_Hesaplama
664,LGS,2019,Kareköklü İfadeler,Karşılaştırma ve Sıralama,Yorum,Orta,Yukarıdaki sayı doğrusunda ardışık iki tam sayı arasındaki uzaklık 1 birimdir. Buna göre A ve B noktaları arasındaki uzaklık birim cinsinden aşağıdakilerden hangisi olabilir?,√3,√10,√18,√20,,B,MEB,bagimli,"[SORU] Yukarıdaki sayı doğrusunda ardışık iki tam sayı arasındaki uzaklık 1 birimdir. Buna göre A ve B noktaları arasındaki uzaklık birim cinsinden aşağıdakilerden hangisi olabilir?
[A] √3
[B] √10
[C] √18
[D] √20
[GÖRSEL] Bu soru görsele bağlıdır.",Karşılaştırma ve Sıralama_Yorum
533,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,Bir çocuk parkı üç dikdörtgensel bölgeye ayrılmıştır. Alanları ve bazı kenar uzunlukları verilmiştir. Şerit çekilen kenarların uzunlukları toplamı kaç metredir?,41√3,35√3,30√3,27√3,,D,MEB,bagimli,"[SORU] Bir çocuk parkı üç dikdörtgensel bölgeye ayrılmıştır. Alanları ve bazı kenar uzunlukları verilmiştir. Şerit çekilen kenarların uzunlukları toplamı kaç metredir?
[A] 41√3
[B] 35√3
[C] 30√3
[D] 27√3
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
524,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Orta,"Eş kareli zeminde L, T, J benzeri şekiller ve bir kare verilmiştir. Kare olan şeklin alanı 288 cm² dir. Bu dört şekil birleştirilerek boşluksuz bir kare oluşturuluyor. Buna göre oluşturulan bu karenin çevresinin uzunluğu kaç santimetredir?",36√2,48√2,72√2,96√2,,D,MEB,bagimli,"[SORU] Eş kareli zeminde L, T, J benzeri şekiller ve bir kare verilmiştir. Kare olan şeklin alanı 288 cm² dir. Bu dört şekil birleştirilerek boşluksuz bir kare oluşturuluyor. Buna göre oluşturulan bu karenin çevresinin uzunluğu kaç santimetredir?
[A] 36√2
[B] 48√2
[C] 72√2
[D] 96√2
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
676,LGS,2019,Kareköklü İfadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,Aşağıda verilen eşitliklerden hangisi doğrudur?,√12 = 4√3,√24 = 4√3,√45 = 5√3,√24 = 2√6,,D,MEB,yok,"[SORU] Aşağıda verilen eşitliklerden hangisi doğrudur?
[A] √12 = 4√3
[B] √24 = 4√3
[C] √45 = 5√3
[D] √24 = 2√6",İşlem ve Sadeleştirme_Hesaplama
51,LGS,2020,Kareköklü İfadeler,Denklemler,Hesaplama,Zor,√2 · ³√(x²) = ³√(1/x) · √2 ise x kaça eşittir?,√2/2,1,√2,³√2,2,A,Örnek,yok,"[SORU] √2 · ³√(x²) = ³√(1/x) · √2 ise x kaça eşittir?
[A] √2/2
[B] 1
[C] √2
[D] ³√2
[E] 2",Denklemler_Hesaplama
201,LGS,2025,Kareköklü İfadeler,Üslü ve Köklü İfadeler,Hesaplama,Orta,"³√2 = a, ³√6 = b ise ³√24 aşağıdakilerden hangisine eşittir?",a + b^2,a.b,a^2.b,a.b^3,b/a,C,Kitap,yok,"[SORU] ³√2 = a, ³√6 = b ise ³√24 aşağıdakilerden hangisine eşittir?
[A] a + b^2
[B] a.b
[C] a^2.b
[D] a.b^3
[E] b/a",Üslü ve Köklü İfadeler_Hesaplama
188,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Hesaplama,Kolay,"Kenarı ⁶√18 olan karenin alanı, kenarları ³√2 ve √3 olan dikdörtgenin alanının kaç katıdır?",⁶√3,⁶√6,⁶√12,³√2,³√8,A,Kitap,yok,"[SORU] Kenarı ⁶√18 olan karenin alanı, kenarları ³√2 ve √3 olan dikdörtgenin alanının kaç katıdır?
[A] ⁶√3
[B] ⁶√6
[C] ⁶√12
[D] ³√2
[E] ³√8",Alan ve Geometri_Hesaplama
631,LGS,2022,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Orta,√45 sayısının en yakın olduğu tam sayı aşağıdakilerden hangisidir?,5,6,7,8,,C,MEB,yok,"[SORU] √45 sayısının en yakın olduğu tam sayı aşağıdakilerden hangisidir?
[A] 5
[B] 6
[C] 7
[D] 8",Yaklaşık Değer_Yorum
505,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Yorum,Kolay,Çevresi √162 cm olan bir üçgenin kenar uzunluklarından ikisi √8 cm ve √18 cm olduğuna göre diğer kenarının uzunluğu kaç santimetredir?,√8,√32,√128,√136,,B,MEB,yok,"[SORU] Çevresi √162 cm olan bir üçgenin kenar uzunluklarından ikisi √8 cm ve √18 cm olduğuna göre diğer kenarının uzunluğu kaç santimetredir?
[A] √8
[B] √32
[C] √128
[D] √136",Alan ve Geometri_Yorum
97,LGS,2022,Kareköklü İfadeler,Algoritmik / Mantıksal Problemler,Problem,Zor,"29 harf bulundukları sıranın karekökü tam sayı ise o tam sayı, değil ise karekökünün en yakın olduğu tam sayı olarak kodlanıyor. Örn: A, 1. harf √1=1, L, 15. harf √15 en yakın 4, İ, 12. harf √12 en yakın 3. ALİ = 143. Buna göre AHMET isminin kodu nedir?",12435,13425,13452,14235,15234,B,MEB,yok,"[SORU] 29 harf bulundukları sıranın karekökü tam sayı ise o tam sayı, değil ise karekökünün en yakın olduğu tam sayı olarak kodlanıyor. Örn: A, 1. harf √1=1, L, 15. harf √15 en yakın 4, İ, 12. harf √12 en yakın 3. ALİ = 143. Buna göre AHMET isminin kodu nedir?
[A] 12435
[B] 13425
[C] 13452
[D] 14235
[E] 15234",Algoritmik / Mantıksal Problemler_Problem
639,LGS,2019,Kareköklü İfadeler,Alan ve Geometri,Yorum,Orta,Alanı 200 cm² olan bir dikdörtgenin kısa kenarı √8 cm’dir. Uzun kenarı kaç cm’dir?,25√2,50,10√2,5√2,,C,MEB,yok,"[SORU] Alanı 200 cm² olan bir dikdörtgenin kısa kenarı √8 cm’dir. Uzun kenarı kaç cm’dir?
[A] 25√2
[B] 50
[C] 10√2
[D] 5√2",Alan ve Geometri_Yorum
245,LGS,2025,Kareköklü ifadeler,Üslü ve Köklü İfadeler,Hesaplama,Zor,M = ⁶√((1/4)·√2). Buna göre aşağıdakilerden hangisi bir tam sayıdır?,M^-8,M^-2,M^3,M^4,M^6,A,Kitap,yok,"[SORU] M = ⁶√((1/4)·√2). Buna göre aşağıdakilerden hangisi bir tam sayıdır?
[A] M^-8
[B] M^-2
[C] M^3
[D] M^4
[E] M^6",Üslü ve Köklü İfadeler_Hesaplama
557,LGS,2025,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Kolay,Uçlu kalemin her basışta uzama miktarına göre içeride kalan uzunluk hangi aralıktadır?,1 ile 2,2 ile 3,3 ile 4,4 ile 5,,B,MEB,destekleyici,"[SORU] Uçlu kalemin her basışta uzama miktarına göre içeride kalan uzunluk hangi aralıktadır?
[A] 1 ile 2
[B] 2 ile 3
[C] 3 ile 4
[D] 4 ile 5",Yaklaşık Değer_Yorum
478,LGS,2025,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Orta,√17 ve √125 sayıları arasında kaç tane tam sayı vardır?,6,7,8,9,,B,MEB,yok,"[SORU] √17 ve √125 sayıları arasında kaç tane tam sayı vardır?
[A] 6
[B] 7
[C] 8
[D] 9",Yaklaşık Değer_Yorum
651,LGS,2019,Kareköklü İfadeler,İşlem ve Sadeleştirme,Yorum,Orta,√48 − √12 işleminin sonucu kaçtır?,2√3,4√3,√36,3√2,,B,MEB,yok,"[SORU] √48 − √12 işleminin sonucu kaçtır?
[A] 2√3
[B] 4√3
[C] √36
[D] 3√2",İşlem ve Sadeleştirme_Yorum
423,LGS,2025,Kareköklü İfadeler,Alan ve Geometri,Problem,Zor,"Yukarıdaki boyalı şeklin alanı 243 cm² olduğuna göre, çevresinin uzunluğu kaç santimetredir?",36√3,48√3,64√3,108√3,,B,MEB,bagimli,"[SORU] Yukarıdaki boyalı şeklin alanı 243 cm² olduğuna göre, çevresinin uzunluğu kaç santimetredir?
[A] 36√3
[B] 48√3
[C] 64√3
[D] 108√3
[GÖRSEL] Bu soru görsele bağlıdır.",Alan ve Geometri_Problem
476,LGS,2025,Kareköklü İfadeler,Yaklaşık Değer,Yorum,Kolay,Aşağıdakilerden hangisi sayı doğrusunda 8 ile 9 arasında ve 9’a daha yakındır?,√65,√72,√80,√83,,C,MEB,yok,"[SORU] Aşağıdakilerden hangisi sayı doğrusunda 8 ile 9 arasında ve 9’a daha yakındır?
[A] √65
[B] √72
[C] √80
[D] √83",Yaklaşık Değer_Yorum
442,LGS,2025,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Yorum,Kolay,Aşağıdakilerden hangisi tam kare doğal sayıdır?,8,27,35,49,,D,MEB,yok,"[SORU] Aşağıdakilerden hangisi tam kare doğal sayıdır?
[A] 8
[B] 27
[C] 35
[D] 49",Tam Sayı / Özel Tanımlar_Yorum
132,LGS,2022,Kareköklü İfadeler,Problem Çözme,Problem,Zor,"A fidesi her yıl √2 katına, B fidesi √3 katına çıkıyor. Başlangıç A:√2, B:√3. A boyu 4√2 olunca B kaç olur?",4√3,6√3,9√3,27√3,81√3,C,MEB,yok,"[SORU] A fidesi her yıl √2 katına, B fidesi √3 katına çıkıyor. Başlangıç A:√2, B:√3. A boyu 4√2 olunca B kaç olur?
[A] 4√3
[B] 6√3
[C] 9√3
[D] 27√3
[E] 81√3",Problem Çözme_Problem
335,LGS,2020,Kareköklü İfadeler,Tam Sayı / Özel Tanımlar,Hesaplama,Orta,Karekökü tam sayı olmayan iki basamaklı kaç tane doğal sayı vardır?,84,86,88,90,,A,Kitap,yok,"[SORU] Karekökü tam sayı olmayan iki basamaklı kaç tane doğal sayı vardır?
[A] 84
[B] 86
[C] 88
[D] 90",Tam Sayı / Özel Tanımlar_Hesaplama
255,LGS,2025,Kareköklü ifadeler,İşlem ve Sadeleştirme,Hesaplama,Orta,(√3 + √2)² · √6 − √150 işlemi kaça eşittir?,√5,5√6,12,√111,24,C,Kitap,yok,"[SORU] (√3 + √2)² · √6 − √150 işlemi kaça eşittir?
[A] √5
[B] 5√6
[C] 12
[D] √111
[E] 24",İşlem ve Sadeleştirme_Hesaplama
240,LGS,2020,Kareköklü ifadeler,Karşılaştırma ve Sıralama,Yorum,Orta,"Bir şehrin demir yolu üzerindeki istasyonlar şekilde gösterilmiştir. Aynı hat üzerinde bulunan ardışık iki istasyon arasındaki mesafeler birbirine eşittir. A, B, C istasyonlarından hareket eden K, L ve M trenleri ortak olan D istasyonundan sonra yeşil hattı kullanarak S istasyonuna ulaşıyorlar. Bu trenlerin gittikleri yolların uzunluğuna göre doğru sıralanışı aşağıdakilerden hangisidir?",K > L > M,K > M > L,M > L > K,M > K > L,-,D,MEB,bagimli,"[SORU] Bir şehrin demir yolu üzerindeki istasyonlar şekilde gösterilmiştir. Aynı hat üzerinde bulunan ardışık iki istasyon arasındaki mesafeler birbirine eşittir. A, B, C istasyonlarından hareket eden K, L ve M trenleri ortak olan D istasyonundan sonra yeşil hattı kullanarak S istasyonuna ulaşıyorlar. Bu trenlerin gittikleri yolların uzunluğuna göre doğru sıralanışı aşağıdakilerden hangisidir?
[A] K > L > M
[B] K > M > L
[C] M > L > K
[D] M > K > L
[E] -
[GÖRSEL] Bu soru görsele bağlıdır.",Karşılaştırma ve Sıralama_Yorum
